id,no_disposition,date_mutation,nature_mutation,valeur_fonciere,no_voie,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,section,no_plan,premier_lot,nombre_de_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
798202,1,2020-09-14,Vente,305000,22,RUE,0151,DES SABLONS,77540,COURPALAY,77,135,AD,77,,0,1.0,Maison,105,3,S,450
798203,1,2020-07-09,Vente,247000,27,RUE,0060,DU HAMEAU DE SARCY,77580,BOULEURS,77,47,ZC,268,,0,1.0,Maison,110,1,S,217
798204,1,2020-04-09,Vente,330000,16,RUE,1170,LEO LAGRANGE,77450,ESBLY,77,171,G,361,,0,1.0,Maison,97,5,S,451
798205,1,2020-08-28,Vente,118000,23,RUE,0660,DE ROME,77540,ROZAY-EN-BRIE,77,393,AD,48,12.0,2,2.0,Appartement,59,2,,
798206,1,2020-04-09,Vente,118100,8,RUE,0640,FELIX FAURE,77450,ESBLY,77,171,G,234,24.0,1,3.0,D̩pendance,0,0,,
798207,1,2020-04-09,Vente,118100,8,RUE,0640,FELIX FAURE,77450,ESBLY,77,171,G,234,1.0,2,2.0,Appartement,30,1,,
798208,1,2020-04-09,Vente,118100,8,RUE,0640,FELIX FAURE,77450,ESBLY,77,171,G,234,2.0,1,3.0,D̩pendance,0,0,,
798209,1,2020-08-31,Vente,254200,7,RUE,0159,DE MEAUX,77470,SAINT-FIACRE,77,408,B,776,,0,1.0,Maison,85,5,S,609
798210,1,2020-04-09,Vente,267500,77,RUE,0280,DE CRECY,77860,QUINCY-VOISINS,77,382,AI,299,,0,1.0,Maison,100,5,S,107
798211,1,2020-03-09,Vente,245000,22,RUE,0406,LEON GLAIZE,77260,LA FERTE SOUS JOUARRE,77,183,ZH,78,,0,1.0,Maison,110,4,S,32
798212,1,2020-03-09,Vente,245000,22,RUE,0406,LEON GLAIZE,77260,LA FERTE SOUS JOUARRE,77,183,ZH,78,,0,3.0,D̩pendance,0,0,S,32
798213,1,2020-08-25,Vente,197500,5,RUE,0040,DU COMMERCE,77131,TOUQUIN,77,469,E,169,,0,1.0,Maison,91,3,S,91
798214,1,2020-04-09,Vente,258000,17,RUE,0084,DE LA NAFFETIERE,77320,ST REMY DE LA VANNE,77,432,ZI,232,,0,1.0,Maison,118,5,AG,387
798215,1,2020-04-09,Vente,258000,17,RUE,0084,DE LA NAFFETIERE,77320,ST REMY DE LA VANNE,77,432,ZI,232,,0,1.0,Maison,118,5,S,500
798216,1,2020-08-28,Vente,226000,2,RUE,0040,DE CHANGEARD,77540,COURPALAY,77,135,AB,32,2.0,1,1.0,Maison,95,4,,
798217,2,2020-09-15,Vente,178000,5,RUE,0400,DU CYGNE,77840,CROUY-SUR-OURCQ,77,148,AC,330,,0,1.0,Maison,98,3,S,581
798218,2,2020-09-15,Vente,178000,5,RUE,0400,DU CYGNE,77840,CROUY-SUR-OURCQ,77,148,AC,330,,0,1.0,Maison,115,5,S,581
798219,1,2020-03-09,Vente,150000,14,PROM,0140,DE L EST,77510,REBAIS,77,385,AD,17,,0,2.0,Appartement,58,4,S,704
798220,1,2020-03-09,Vente,150000,14,PROM,0140,DE L EST,77510,REBAIS,77,385,AD,17,,0,2.0,Appartement,36,2,S,704
798221,1,2020-09-09,Vente,250000,20,RUE,0040,DE L ALMA,77320,FERTE-GAUCHER (LA),77,182,E,905,,0,4.0,Local industriel. commercial ou assimil̩,57,0,S,76
798222,1,2020-09-09,Vente,250000,20,RUE,0040,DE L ALMA,77320,FERTE-GAUCHER (LA),77,182,E,905,,0,2.0,Appartement,19,1,S,76
798223,1,2020-09-09,Vente,250000,20,RUE,0040,DE L ALMA,77320,FERTE-GAUCHER (LA),77,182,E,905,,0,2.0,Appartement,66,3,S,76
798224,1,2020-08-20,Vente,90000,28,AV,0340,DU GENERAL LECLERC,77320,FERTE-GAUCHER (LA),77,182,E,1067,8.0,1,3.0,D̩pendance,0,0,,
798225,1,2020-08-20,Vente,90000,28,AV,0340,DU GENERAL LECLERC,77320,FERTE-GAUCHER (LA),77,182,E,1067,10.0,1,2.0,Appartement,44,2,,
798226,1,2020-08-20,Vente,90000,28,AV,0340,DU GENERAL LECLERC,77320,FERTE-GAUCHER (LA),77,182,E,1067,7.0,1,3.0,D̩pendance,0,0,,
798227,1,2020-08-28,Vente,295000,16,RUE,0189,DE L YERRES,77540,VOINSLES,77,527,F,170,,0,1.0,Maison,122,4,AG,814
798228,1,2020-08-28,Vente,295000,16,RUE,0189,DE L YERRES,77540,VOINSLES,77,527,F,170,,0,1.0,Maison,122,4,S,250
798229,1,2020-08-14,Vente,145800,53,RUE,0640,DE LA PIERRE,77640,JOUARRE,77,238,AE,53,,0,1.0,Maison,105,5,S,69
798230,1,2020-07-09,Vente,260500,8,CHE,0100,BLANC,77580,VILLIERS-SUR-MORIN,77,521,AD,330,,0,1.0,Maison,64,3,S,561
798231,1,2020-08-25,Vente,229000,8,RUE,0020,DE BAROIS,77470,BOUTIGNY,77,49,A,1908,,0,1.0,Maison,72,4,P,1232
798232,1,2020-08-25,Vente,229000,8,RUE,0020,DE BAROIS,77470,BOUTIGNY,77,49,A,1908,,0,1.0,Maison,72,4,S,85
798233,1,2020-08-28,Vente,125000,19,SQ,0313,HENRI BARBUSSE,77610,FONTENAY-TRESIGNY,77,192,AB,310,,0,1.0,Maison,100,5,S,479
798234,1,2020-08-28,Vente,235000,168,RUE,0420,CORNU,77120,MOUROUX,77,320,ZK,772,,0,1.0,Maison,86,4,S,133
798235,1,2020-05-09,Vente,175000,7,RUE,0095,DE MONBERDIN,77320,MEILLERAY,77,287,AB,394,,0,1.0,Maison,180,5,S,319
798236,1,2020-10-09,Vente,280000,19,PL,0540,DU MARCHE AU BLE,77540,ROZAY-EN-BRIE,77,393,AB,152,,0,2.0,Appartement,41,2,S,142
798237,1,2020-10-09,Vente,280000,19,PL,0540,DU MARCHE AU BLE,77540,ROZAY-EN-BRIE,77,393,AB,152,,0,2.0,Appartement,31,2,S,142
798238,1,2020-10-09,Vente,280000,19,PL,0540,DU MARCHE AU BLE,77540,ROZAY-EN-BRIE,77,393,AB,152,,0,2.0,Appartement,55,3,S,142
798239,1,2020-10-09,Vente,280000,19,PL,0540,DU MARCHE AU BLE,77540,ROZAY-EN-BRIE,77,393,AB,152,,0,2.0,Appartement,65,3,S,142
798240,1,2020-08-28,Vente,373350,5,RUE,0285,DU GENERAL DE GAULLE,77860,SAINT-GERMAIN-SUR-MORIN,77,413,AD,92,,0,1.0,Maison,100,5,S,551
798241,1,2020-08-28,Vente,247500,38,RUE,0840,VICTOR HUGO,77860,QUINCY-VOISINS,77,382,AX,820,,0,1.0,Maison,77,4,S,41
798242,1,2020-10-09,Vente,148000,121,AV,0021,DU GENERAL DE GAULLE,77610,MARLES-EN-BRIE,77,277,ZA,660,45.0,1,3.0,D̩pendance,0,0,,
798243,1,2020-10-09,Vente,148000,121,AV,0021,DU GENERAL DE GAULLE,77610,MARLES-EN-BRIE,77,277,ZA,660,5.0,2,2.0,Appartement,48,3,,
798244,1,2020-09-16,Vente,199000,24,RUE,0180,DU GUE MATHIEU,77440,COCHEREL,77,120,A,847,,0,1.0,Maison,139,5,S,296
798245,1,2020-09-16,Vente,250000,4,RUE,0140,CHARLES DE GAULLE,77440,CONGIS-SUR-THEROUANNE,77,126,C,640,,0,1.0,Maison,147,7,S,233
798246,1,2020-11-09,Vente,390000,189,RUE,0980,PASTEUR,77450,CONDE-SAINTE-LIBIAIRE,77,125,AE,54,,0,1.0,Maison,157,5,S,894
798247,1,2020-11-09,Vente,390000,189,RUE,0980,PASTEUR,77450,CONDE-SAINTE-LIBIAIRE,77,125,AE,54,,0,1.0,Maison,157,5,J,2000
798248,1,2020-10-09,Vente,340000,2,RUE,0040,D ALSACE,77450,MONTRY,77,315,B,1945,,0,1.0,Maison,90,3,S,164
798300,1,2020-07-09,Vente,265600,14,RUE,0500,DU PONT,77730,SAACY-SUR-MARNE,77,397,H,1767,,0,1.0,Maison,88,5,S,500
798249,1,2020-08-09,Vente,465000,21,RUE,0085,SAINT MEDARD,77320,SAINT-MARS-VIEUX-MAISONS,77,421,B,673,,0,1.0,Maison,220,9,J,4700
798250,1,2020-08-09,Vente,465000,21,RUE,0085,SAINT MEDARD,77320,SAINT-MARS-VIEUX-MAISONS,77,421,B,673,,0,1.0,Maison,220,9,S,1300
798251,1,2020-04-09,Vente,354000,40,RUE,0180,DE LA REPUBLIQUE,77580,BOULEURS,77,47,ZE,128,,0,1.0,Maison,87,5,J,261
798252,1,2020-04-09,Vente,354000,40,RUE,0180,DE LA REPUBLIQUE,77580,BOULEURS,77,47,ZE,128,,0,1.0,Maison,87,5,S,500
798253,1,2020-10-09,Vente,249000,11,RUE,0220,D ORLY,77750,BUSSIERES,77,57,ZC,42,,0,1.0,Maison,112,4,S,500
798254,1,2020-10-09,Vente,249000,11,RUE,0220,D ORLY,77750,BUSSIERES,77,57,ZC,42,,0,1.0,Maison,112,4,AG,500
798255,1,2020-08-25,Vente,53000,9,IMP,0406,DES JARDINS,77730,SAACY-SUR-MARNE,77,397,F,582,,0,1.0,Maison,90,4,S,155
798256,1,2020-08-25,Vente,53000,17,IMP,0406,DES JARDINS,77730,SAACY-SUR-MARNE,77,397,F,1115,,0,3.0,D̩pendance,0,0,S,36
798257,1,2020-04-09,Vente,260000,43,RUE,0060,DES BROSSES,77169,BOISSY-LE-CHATEL,77,42,AD,200,,0,1.0,Maison,83,4,S,251
798258,1,2020-09-14,Vente,116000,11,RUE,0320,DU DR CALMETTE,77450,MONTRY,77,315,B,1632,33.0,1,3.0,D̩pendance,0,0,,
798259,1,2020-09-14,Vente,116000,11,RUE,0320,DU DR CALMETTE,77450,MONTRY,77,315,B,1632,15.0,1,2.0,Appartement,30,1,,
798260,1,2020-09-14,Vente,116000,11,RUE,0320,DU DR CALMETTE,77450,MONTRY,77,315,B,1632,3.0,1,3.0,D̩pendance,0,0,,
798261,1,2020-03-09,Vente,250000,6,RUE,0395,JOLLY GUERIN,77260,LA FERTE SOUS JOUARRE,77,183,AN,435,,0,1.0,Maison,209,6,AG,321
798262,1,2020-03-09,Vente,250000,6,RUE,0395,JOLLY GUERIN,77260,LA FERTE SOUS JOUARRE,77,183,AN,435,,0,1.0,Maison,209,6,S,500
798263,1,2020-02-09,Vente,230000,5,RUE,0070,NEUVE DU MONTCEL,77320,CHEVRU,77,113,C,503,,0,1.0,Maison,110,5,S,556
798264,1,2020-09-17,Vente,47500,1,RUE,1140,TREVEZ BRIGOT,77840,CROUY-SUR-OURCQ,77,148,AD,113,4.0,1,2.0,Appartement,30,1,,
798265,1,2020-10-09,Vente,400000,821,CHE,0205,DES MARNIERES,77610,HOUSSAYE-EN-BRIE (LA),77,229,ZL,97,,0,1.0,Maison,120,4,J,2810
798266,1,2020-10-09,Vente,400000,821,CHE,0205,DES MARNIERES,77610,HOUSSAYE-EN-BRIE (LA),77,229,ZL,97,,0,1.0,Maison,120,4,S,133
798267,1,2020-08-31,Vente,60000,34,RUE,0200,DE PAVANT,77730,CITRY,77,117,F,887,,0,1.0,Maison,105,6,S,199
798268,1,2020-08-28,Vente,288000,19,RUE,0560,DE LA GARE,77580,GUERARD,77,219,G,1380,,0,1.0,Maison,80,5,AG,626
798269,1,2020-08-28,Vente,288000,19,RUE,0560,DE LA GARE,77580,GUERARD,77,219,G,1380,,0,1.0,Maison,80,5,S,250
798270,1,2020-02-09,Vente,84000,93,RUE,0160,DE CONDE,77260,LA FERTE SOUS JOUARRE,77,183,AZ,113,43.0,1,2.0,Appartement,38,2,,
798271,1,2020-04-09,Vente,165000,35,RUE,0110,DE CHAMIGNY,77260,LA FERTE SOUS JOUARRE,77,183,AN,63,,0,2.0,Appartement,36,3,S,229
798272,1,2020-04-09,Vente,165000,35,RUE,0110,DE CHAMIGNY,77260,LA FERTE SOUS JOUARRE,77,183,AN,63,,0,2.0,Appartement,35,3,S,229
798273,1,2020-08-27,Vente,210000,4,RUE,0419,DE LA TOUR,77120,MAUPERTHUIS,77,281,B,756,,0,1.0,Maison,72,3,S,500
798274,1,2020-08-27,Vente,184000,19,RUE,0960,DE TRIANGLE,77120,COULOMMIERS,77,131,AB,320,,0,1.0,Maison,73,3,VE,1119
798275,1,2020-08-27,Vente,184000,19,RUE,0960,DE TRIANGLE,77120,COULOMMIERS,77,131,AB,320,,0,1.0,Maison,73,3,S,101
798276,1,2020-08-27,Vente,184000,19,RUE,0960,DE TRIANGLE,77120,COULOMMIERS,77,131,AB,320,,0,1.0,Maison,73,3,L,1757
798277,1,2020-08-31,Vente,200000,38,AV,0200,DU GENERAL DE GAULLE,77510,REBAIS,77,385,AC,10,,0,1.0,Maison,152,6,S,164
798278,1,2020-08-09,Vente,490000,55,RUE,0040,BERTAUX,77610,FONTENAY-TRESIGNY,77,192,C,353,4.0,1,2.0,Appartement,43,2,,
798279,1,2020-08-09,Vente,490000,55,RUE,0040,BERTAUX,77610,FONTENAY-TRESIGNY,77,192,C,353,6.0,1,2.0,Appartement,43,2,,
798280,1,2020-08-09,Vente,490000,55,RUE,0040,BERTAUX,77610,FONTENAY-TRESIGNY,77,192,C,353,2.0,1,4.0,Local industriel. commercial ou assimil̩,49,0,,
798281,2,2020-08-09,Vente,490000,55,RUE,0040,BERTAUX,77610,FONTENAY-TRESIGNY,77,192,C,353,5.0,1,2.0,Appartement,39,2,,
798282,2,2020-08-09,Vente,490000,55,RUE,0040,BERTAUX,77610,FONTENAY-TRESIGNY,77,192,C,353,3.0,1,2.0,Appartement,38,2,,
798283,2,2020-08-09,Vente,490000,55,RUE,0040,BERTAUX,77610,FONTENAY-TRESIGNY,77,192,C,353,1.0,1,2.0,Appartement,38,3,,
798284,1,2020-10-09,Vente,140000,5062,PL,0460,DE LA MAIRIE,77169,BOISSY-LE-CHATEL,77,42,AM,40,,0,3.0,D̩pendance,0,0,S,173
798285,1,2020-10-09,Vente,140000,11,PL,0460,DE LA MAIRIE,77169,BOISSY-LE-CHATEL,77,42,AM,46,,0,1.0,Maison,64,3,S,66
798286,1,2020-09-15,Vente,323000,54,RTE,0609,DE FEROLLES,77580,CRECY LA CHAPELLE,77,142,ZH,119,,0,1.0,Maison,121,5,J,613
798287,1,2020-09-15,Vente,323000,54,RTE,0609,DE FEROLLES,77580,CRECY LA CHAPELLE,77,142,ZH,119,,0,1.0,Maison,121,5,S,500
798288,1,2020-02-09,Vente,95000,8,RPT,0017,DU CENTRE,77730,SAACY-SUR-MARNE,77,397,H,752,,0,1.0,Maison,120,5,S,73
798289,1,2020-02-09,Vente,95000,1,RUE,0140,DE LA COUTURE,77730,SAACY-SUR-MARNE,77,397,H,755,,0,3.0,D̩pendance,0,0,S,42
798290,1,2020-07-09,Vente,206420,16,RUE,0100,DES CARRIERES,77169,BOISSY-LE-CHATEL,77,42,AM,257,,0,1.0,Maison,44,2,S,600
798291,1,2020-08-27,Vente,205000,15,RUE,0290,MONTESQUIOU,77120,MAUPERTHUIS,77,281,B,57,,0,1.0,Maison,90,4,S,216
798292,1,2020-08-31,Vente,225000,31,RUE,0230,DU RESERVOIR,77320,JOUY-SUR-MORIN,77,240,D,2303,,0,1.0,Maison,105,6,S,250
798293,1,2020-08-31,Vente,225000,31,RUE,0230,DU RESERVOIR,77320,JOUY-SUR-MORIN,77,240,D,2303,,0,1.0,Maison,105,6,AG,174
798294,1,2020-08-31,Vente,308000,3,RUE,0200,CREUSE,77515,CELLE-SUR-MORIN (LA),77,63,C,1287,,0,1.0,Maison,75,3,AG,606
798295,1,2020-08-31,Vente,308000,3,RUE,0200,CREUSE,77515,CELLE-SUR-MORIN (LA),77,63,C,1287,,0,1.0,Maison,75,3,S,250
798296,1,2020-09-17,Vente,105000,6,RUE,0300,DE LA GARE,77120,COULOMMIERS,77,131,AR,198,29.0,1,2.0,Appartement,43,2,,
798297,1,2020-09-17,Vente,105000,6,RUE,0300,DE LA GARE,77120,COULOMMIERS,77,131,AR,198,57.0,1,3.0,D̩pendance,0,0,,
798298,1,2020-09-17,Vente,293350,17,RUE,0320,DE LIZY,77440,CONGIS-SUR-THEROUANNE,77,126,C,1956,,0,1.0,Maison,120,3,J,250
798299,1,2020-09-17,Vente,293350,17,RUE,0320,DE LIZY,77440,CONGIS-SUR-THEROUANNE,77,126,C,1956,,0,1.0,Maison,120,3,S,500
798301,1,2020-07-09,Vente,265600,14,RUE,0500,DU PONT,77730,SAACY-SUR-MARNE,77,397,H,1767,,0,1.0,Maison,88,5,AG,281
798302,1,2020-09-09,Vente,190000,13,RUE,0300,RAYMOND POINCARE,77660,SAINT JEAN LES DEUX JUMEAUX,77,415,AC,91,,0,1.0,Maison,82,4,J,580
798303,1,2020-09-16,Vente,289550,42,CHE,0100,BLANC,77580,VILLIERS-SUR-MORIN,77,521,AC,135,,0,1.0,Maison,97,5,S,418
798304,1,2020-09-09,Vente,195000,10,RUE,0094,BERTRAND FLORNOY,77120,COULOMMIERS,77,131,AV,404,2.0,1,4.0,Local industriel. commercial ou assimil̩,19,0,,
798305,1,2020-09-09,Vente,195000,10,RUE,0094,BERTRAND FLORNOY,77120,COULOMMIERS,77,131,AV,437,3.0,1,2.0,Appartement,108,5,,
798306,1,2020-09-09,Vente,240000,5,RUE,0240,EDOUARD BRANLY,77120,COULOMMIERS,77,131,AN,148,,0,1.0,Maison,107,6,S,577
798307,1,2020-04-09,Vente,168000,76,AV,0900,DE STRASBOURG,77120,COULOMMIERS,77,131,AS,483,,0,1.0,Maison,85,4,S,138
798308,1,2020-10-09,Vente,235500,25,RUE,0920,DU PUITS CERTAIN,77640,JOUARRE,77,238,AD,235,,0,1.0,Maison,93,3,S,168
798309,1,2020-10-09,Vente,239000,5116,CRS,0140,DES GRES,77750,ORLY-SUR-MORIN,77,345,D,312,,0,3.0,D̩pendance,0,0,S,40
798310,1,2020-10-09,Vente,239000,31,CRS,0140,DES GRES,77750,ORLY-SUR-MORIN,77,345,D,718,,0,1.0,Maison,98,4,S,362
798311,1,2020-07-09,Vente,351790,32,RUE,0050,DE LA GAILLARDIERE,77610,CREVECOEUR-EN-BRIE,77,144,B,588,,0,1.0,Maison,92,4,AG,108
798312,1,2020-07-09,Vente,351790,32,RUE,0050,DE LA GAILLARDIERE,77610,CREVECOEUR-EN-BRIE,77,144,B,588,,0,1.0,Maison,92,4,S,500
798313,1,2020-10-09,Vente,225000,34,RUE,0010,CHARLES DE GAULLE,77320,CHEVRU,77,113,ZD,153,,0,1.0,Maison,126,5,S,611
798314,1,2020-11-09,Vente,230000,22,BD,0040,AMIRAL COURBET,77540,ROZAY-EN-BRIE,77,393,AB,230,,0,1.0,Maison,89,3,J,952
798315,1,2020-08-27,Vente,192000,5,CHE,0048,DU BOUILLANT,77169,BOISSY-LE-CHATEL,77,42,ZB,156,,0,1.0,Maison,91,4,AG,567
798316,1,2020-08-27,Vente,192000,5,CHE,0048,DU BOUILLANT,77169,BOISSY-LE-CHATEL,77,42,ZB,156,,0,1.0,Maison,91,4,S,192
798317,1,2020-08-27,Vente,200000,3,RUE,0167,DE COULOMMIERS,77120,COULOMMIERS,77,131,AR,424,,0,1.0,Maison,118,4,S,526
798318,1,2020-08-28,Vente,220000,25,RUE,0044,DU MERISIER,77120,CHAILLY-EN-BRIE,77,70,C,1399,,0,1.0,Maison,101,5,S,500
798319,1,2020-08-28,Vente,220000,25,RUE,0044,DU MERISIER,77120,CHAILLY-EN-BRIE,77,70,C,1399,,0,1.0,Maison,101,5,AG,270
798320,1,2020-08-28,Vente,143000,6,RUE,0817,RAYMOND MOREL,77120,COULOMMIERS,77,131,AS,599,100.0,1,3.0,D̩pendance,0,0,,
798321,1,2020-08-28,Vente,143000,6,RUE,0817,RAYMOND MOREL,77120,COULOMMIERS,77,131,AS,599,16.0,1,2.0,Appartement,55,3,,
798322,1,2020-08-28,Vente,143000,6,RUE,0817,RAYMOND MOREL,77120,COULOMMIERS,77,131,AS,599,41.0,1,3.0,D̩pendance,0,0,,
798323,1,2020-11-09,Vente,82000,19,RUE,0084,DE LA NAFFETIERE,77320,ST REMY DE LA VANNE,77,432,ZI,83,,0,1.0,Maison,57,3,S,177
798324,1,2020-11-09,Vente,82000,19,RUE,0084,DE LA NAFFETIERE,77320,ST REMY DE LA VANNE,77,432,ZI,83,,0,1.0,Maison,57,3,J,3443
798325,1,2020-08-29,Vente,265000,119,RUE,0460,DE COULOMMIERS,77120,MOUROUX,77,320,G,1639,,0,1.0,Maison,100,5,AG,685
798326,1,2020-08-29,Vente,265000,119,RUE,0460,DE COULOMMIERS,77120,MOUROUX,77,320,G,1639,,0,1.0,Maison,100,5,S,500
798327,1,2020-09-09,Vente,10000,5610,RUE,0768,DU PONT DU THEIL,77120,COULOMMIERS,77,131,AK,2,,0,1.0,Maison,20,2,S,361
798328,1,2020-11-09,Vente,7000,6,RUE,0365,GUY MOQUET,77120,COULOMMIERS,77,131,AT,167,70.0,1,3.0,D̩pendance,0,0,,
798329,1,2020-09-22,Vente,245000,13,RUE,0200,DES MARIONNETTES,77260,USSY-SUR-MARNE,77,478,E,958,,0,1.0,Maison,97,6,S,500
798330,1,2020-09-22,Vente,245000,13,RUE,0200,DES MARIONNETTES,77260,USSY-SUR-MARNE,77,478,E,958,,0,1.0,Maison,97,6,AG,219
798331,1,2020-09-14,Vente,272000,9,RUE,0050,DE LA BRETAGNE,77580,COULOMMES,77,130,C,716,,0,1.0,Maison,90,5,S,588
798332,1,2020-09-17,Vente,365000,13,RUE,0320,DE PLAISANCE,77470,BOUTIGNY,77,49,A,1842,,0,3.0,D̩pendance,0,0,VE,1237
798333,1,2020-09-17,Vente,365000,13,RUE,0320,DE PLAISANCE,77470,BOUTIGNY,77,49,A,1842,,0,3.0,D̩pendance,0,0,S,800
798334,1,2020-09-17,Vente,365000,13,RUE,0320,DE PLAISANCE,77470,BOUTIGNY,77,49,A,1842,,0,1.0,Maison,165,7,VE,1237
798335,1,2020-09-17,Vente,365000,13,RUE,0320,DE PLAISANCE,77470,BOUTIGNY,77,49,A,1842,,0,1.0,Maison,165,7,S,800
798336,1,2020-04-09,Vente,295000,4,RUE,0446,DES JONQUILLES,77515,FAREMOUTIERS,77,176,B,886,,0,1.0,Maison,116,6,S,554
798337,1,2020-04-09,Vente,289000,16,RUE,0100,D OURCEAUX,77610,MARLES-EN-BRIE,77,277,C,882,,0,1.0,Maison,132,5,S,218
798338,1,2020-08-29,Vente,265000,2,RUE,0240,DE PARIS,77163,MORTCERF,77,318,B,1471,,0,2.0,Appartement,39,2,S,102
798339,1,2020-08-29,Vente,265000,2,RUE,0240,DE PARIS,77163,MORTCERF,77,318,B,1471,,0,2.0,Appartement,50,2,S,102
798340,1,2020-08-29,Vente,265000,2,RUE,0240,DE PARIS,77163,MORTCERF,77,318,B,1471,,0,2.0,Appartement,32,2,S,102
798341,1,2020-08-29,Vente,265000,2,RUE,0240,DE PARIS,77163,MORTCERF,77,318,B,1471,,0,2.0,Appartement,51,3,S,102
798342,1,2020-09-21,Vente,239000,90,RTE,0300,DE MELUN,77580,VOULANGIS,77,529,AC,89,,0,1.0,Maison,75,4,S,703
798343,1,2020-11-09,Vente,355000,3,RUE,0031,DES FAUVETTES,77610,NEUFMOUTIERS-EN-BRIE,77,336,C,501,,0,1.0,Maison,103,5,S,510
798344,1,2020-09-09,Vente,425000,6,RUE,0075,DE LA GARE,77540,BERNAY VILBERT,77,31,AC,192,,0,1.0,Maison,215,4,AG,419
798345,1,2020-09-09,Vente,425000,6,RUE,0075,DE LA GARE,77540,BERNAY VILBERT,77,31,AC,192,,0,1.0,Maison,215,4,S,500
798346,1,2020-09-09,Vente,425000,6,RUE,0075,DE LA GARE,77540,BERNAY VILBERT,77,31,AC,192,,0,1.0,Maison,215,4,AB,3234
798347,1,2020-10-09,Vente,560000,4,RUE,0170,DE LA GARENNE,77174,VILLENEUVE-LE-COMTE,77,508,ZC,46,,0,1.0,Maison,130,6,AG,619
798348,1,2020-10-09,Vente,560000,4,RUE,0170,DE LA GARENNE,77174,VILLENEUVE-LE-COMTE,77,508,ZC,46,,0,1.0,Maison,130,6,S,250
798349,1,2020-09-19,Vente,164000,22,RTE,0720,D OCQUERRE,77440,LIZY-SUR-OURCQ,77,257,AE,91,,0,1.0,Maison,70,3,S,302
798350,1,2020-07-09,Vente,222000,16,RUE,0221,DE TANQUEUX,77260,CHAMIGNY,77,78,AT,329,,0,1.0,Maison,80,5,S,500
798351,1,2020-07-09,Vente,222000,16,RUE,0221,DE TANQUEUX,77260,CHAMIGNY,77,78,AT,329,,0,1.0,Maison,80,5,J,336
798352,1,2020-09-18,Vente,315000,8,PL,0270,ST BARTHELEMY,77750,SAINT-OUEN-SUR-MORIN,77,429,A,170,,0,4.0,Local industriel. commercial ou assimil̩,395,0,S,308
798353,1,2020-03-09,Vente,342000,20,RUE,0040,DE LA FONTAINE,77163,DAMMARTIN-SUR-TIGEAUX,77,154,ZB,104,,0,1.0,Maison,149,2,S,500
798354,1,2020-03-09,Vente,342000,20,RUE,0040,DE LA FONTAINE,77163,DAMMARTIN-SUR-TIGEAUX,77,154,ZB,104,,0,1.0,Maison,149,2,AG,399
798355,1,2020-09-15,Vente,315000,25,RUE,0005,AMBROISE PARE,77610,FONTENAY-TRESIGNY,77,192,C,1121,,0,1.0,Maison,90,4,S,359
798356,1,2020-10-09,Vente,214000,5900,RUE,0380,DE LA FONTENELLE,77169,BOISSY-LE-CHATEL,77,42,AI,395,,0,1.0,Maison,77,4,AG,763
798357,1,2020-10-09,Vente,214000,5900,RUE,0380,DE LA FONTENELLE,77169,BOISSY-LE-CHATEL,77,42,AI,395,,0,1.0,Maison,77,4,S,500
798358,1,2020-11-09,Vente,290000,7,ALL,0159,DU CLOS NORMAND,77120,COULOMMIERS,77,131,AM,162,,0,1.0,Maison,124,4,AG,324
798359,1,2020-11-09,Vente,290000,7,ALL,0159,DU CLOS NORMAND,77120,COULOMMIERS,77,131,AM,162,,0,1.0,Maison,124,4,S,500
798360,1,2020-01-09,Vente,288000,15,RUE,0850,VERLAINE,77540,ROZAY-EN-BRIE,77,393,AC,295,,0,1.0,Maison,130,5,S,368
798361,1,2020-09-16,Vente,132000,20,RUE,0120,DU PRE GAULT,77145,MAY-EN-MULTIEN,77,283,C,2009,,0,1.0,Maison,100,4,S,79
798362,1,2020-02-09,Vente,101600,1,ALL,0834,DES ROSES,77120,COULOMMIERS,77,131,AS,490,103.0,1,2.0,Appartement,65,3,,
798363,1,2020-11-09,Vente,153000,39,RUE,0431,DES MONTGRISARDS,77730,SAACY-SUR-MARNE,77,397,G,1255,,0,1.0,Maison,121,3,S,184
798364,1,2020-09-17,Vente,450000,12,RUE,0100,D OURCEAUX,77610,MARLES-EN-BRIE,77,277,C,887,,0,1.0,Maison,172,6,S,166
798365,1,2020-09-17,Vente,110000,18,RUE,0470,DES JONCS,77120,COULOMMIERS,77,131,AS,563,11.0,1,2.0,Appartement,60,2,,
798366,1,2020-09-17,Vente,110000,18,RUE,0470,DES JONCS,77120,COULOMMIERS,77,131,AS,563,39.0,1,3.0,D̩pendance,0,0,,
798367,1,2020-11-09,Vente,250000,13,RUE,0120,DE LA BROSSE,77580,COUTEVROULT,77,141,AA,23,,0,1.0,Maison,100,4,S,105
798368,1,2020-08-09,Vente,140000,7,RUE,0020,CHEF DE VILLE,77730,SAACY-SUR-MARNE,77,397,H,744,,0,1.0,Maison,58,4,S,219
798369,1,2020-08-09,Vente,140000,7,RUE,0020,CHEF DE VILLE,77730,SAACY-SUR-MARNE,77,397,H,744,,0,4.0,Local industriel. commercial ou assimil̩,28,0,S,219
